row_number,date,facebook_ad_campaign,facebook_ad_views,facebook_ad_clicks,facebook_ad_conversions,facebook_cost_per_ad,facebook_ctr,facebook_conversion_rate,facebook_cost_per_click,adword_ad_campaign,adword_ad_views,adword_ad_clicks,adword_ad_conversions,adword_cost_per_ad,adword_ctr,adword_conversion_rate,adword_cost_per_click
653,2022-08-20,FACEBOOK AD,3111,20,13,115,0.6428801029,65,5.75,ADWORD AD,4936,63,7,115,1.2763371151,11.1111111111,1.8253968254
654,2023-10-22,FACEBOOK AD,1206,42,17,237,3.4825870647,40.4761904762,5.6428571429,ADWORD AD,4497,82,4,196,1.8234378475,4.8780487805,2.3902439024
655,2023-02-01,FACEBOOK AD,1562,18,9,200,1.152368758,50,11.1111111111,ADWORD AD,4002,61,9,150,1.5242378811,14.7540983607,2.4590163934
656,2022-07-11,FACEBOOK AD,3244,42,12,239,1.2946979038,28.5714285714,5.6904761905,ADWORD AD,5127,75,7,64,1.4628437683,9.3333333333,0.8533333333
657,2024-05-17,FACEBOOK AD,2258,57,13,145,2.5243578388,22.8070175439,2.5438596491,ADWORD AD,5624,37,6,138,0.6578947368,16.2162162162,3.7297297297
658,2024-06-03,FACEBOOK AD,1648,51,7,114,3.0946601942,13.7254901961,2.2352941176,ADWORD AD,5156,37,9,165,0.7176105508,24.3243243243,4.4594594595
659,2023-11-20,FACEBOOK AD,3135,44,9,177,1.4035087719,20.4545454545,4.0227272727,ADWORD AD,4765,75,4,70,1.573976915,5.3333333333,0.9333333333
660,2024-12-06,FACEBOOK AD,2436,65,8,67,2.6683087028,12.3076923077,1.0307692308,ADWORD AD,5183,32,3,187,0.6174030484,9.375,5.84375
661,2024-02-06,FACEBOOK AD,1142,32,14,137,2.8021015762,43.75,4.28125,ADWORD AD,4414,54,5,101,1.2233801541,9.2592592593,1.8703703704
662,2022-07-04,FACEBOOK AD,2247,60,17,110,2.6702269693,28.3333333333,1.8333333333,ADWORD AD,4726,79,5,113,1.6716038934,6.3291139241,1.4303797468
663,2022-04-03,FACEBOOK AD,3158,67,9,214,2.1215959468,13.4328358209,3.1940298507,ADWORD AD,3918,59,7,106,1.505870342,11.8644067797,1.7966101695
664,2022-01-27,FACEBOOK AD,2024,70,17,140,3.4584980237,24.2857142857,2,ADWORD AD,4213,71,9,134,1.6852599098,12.676056338,1.8873239437
665,2022-03-13,FACEBOOK AD,1346,44,18,153,3.2689450223,40.9090909091,3.4772727273,ADWORD AD,4358,74,6,68,1.6980266177,8.1081081081,0.9189189189
666,2023-06-14,FACEBOOK AD,1632,66,15,64,4.0441176471,22.7272727273,0.9696969697,ADWORD AD,5466,78,8,167,1.4270032931,10.2564102564,2.141025641
667,2024-06-14,FACEBOOK AD,3207,50,6,233,1.5590894917,12,4.66,ADWORD AD,5661,75,9,174,1.324854266,12,2.32
668,2024-08-07,FACEBOOK AD,1633,38,11,218,2.3270055113,28.9473684211,5.7368421053,ADWORD AD,4878,54,4,52,1.1070110701,7.4074074074,0.962962963
669,2024-01-18,FACEBOOK AD,1315,47,7,247,3.5741444867,14.8936170213,5.2553191489,ADWORD AD,4197,33,5,193,0.7862759114,15.1515151515,5.8484848485
670,2022-01-27,FACEBOOK AD,2196,20,6,228,0.9107468124,30,11.4,ADWORD AD,5286,45,8,171,0.8513053348,17.7777777778,3.8
671,2023-12-05,FACEBOOK AD,1371,46,12,101,3.3552151714,26.0869565217,2.1956521739,ADWORD AD,4638,49,5,71,1.0564898663,10.2040816327,1.4489795918
672,2024-12-11,FACEBOOK AD,1478,56,17,130,3.7889039242,30.3571428571,2.3214285714,ADWORD AD,5013,73,9,143,1.456213844,12.3287671233,1.9589041096
673,2023-12-29,FACEBOOK AD,1984,47,15,137,2.3689516129,31.914893617,2.914893617,ADWORD AD,5693,48,7,121,0.8431406991,14.5833333333,2.5208333333
674,2024-11-16,FACEBOOK AD,1586,64,5,238,4.0353089533,7.8125,3.71875,ADWORD AD,5544,82,5,199,1.4790764791,6.0975609756,2.4268292683
675,2024-05-04,FACEBOOK AD,1971,24,13,151,1.2176560122,54.1666666667,6.2916666667,ADWORD AD,3934,43,5,159,1.0930350788,11.6279069767,3.6976744186
676,2023-06-07,FACEBOOK AD,3311,34,17,238,1.0268800966,50,7,ADWORD AD,3780,76,5,102,2.0105820106,6.5789473684,1.3421052632
677,2023-04-24,FACEBOOK AD,3295,48,19,206,1.4567526555,39.5833333333,4.2916666667,ADWORD AD,3772,78,8,112,2.0678685048,10.2564102564,1.4358974359
678,2024-11-25,FACEBOOK AD,3232,62,15,199,1.9183168317,24.1935483871,3.2096774194,ADWORD AD,4828,57,5,77,1.1806130903,8.7719298246,1.350877193
679,2022-03-19,FACEBOOK AD,2133,24,7,234,1.1251758087,29.1666666667,9.75,ADWORD AD,5444,33,8,167,0.6061719324,24.2424242424,5.0606060606
680,2022-08-07,FACEBOOK AD,1523,26,12,62,1.7071569271,46.1538461538,2.3846153846,ADWORD AD,4010,68,5,112,1.6957605985,7.3529411765,1.6470588235
681,2022-10-22,FACEBOOK AD,1334,46,10,159,3.4482758621,21.7391304348,3.4565217391,ADWORD AD,5671,57,9,158,1.0051137366,15.7894736842,2.7719298246
682,2022-06-01,FACEBOOK AD,1957,30,6,80,1.5329586101,20,2.6666666667,ADWORD AD,5282,74,7,190,1.4009844756,9.4594594595,2.5675675676
683,2024-07-03,FACEBOOK AD,2706,62,12,223,2.2912047302,19.3548387097,3.5967741935,ADWORD AD,4719,70,6,50,1.4833651197,8.5714285714,0.7142857143
684,2023-07-24,FACEBOOK AD,2105,23,11,125,1.0926365796,47.8260869565,5.4347826087,ADWORD AD,5634,86,9,196,1.5264465744,10.4651162791,2.2790697674
685,2023-02-15,FACEBOOK AD,2782,38,19,223,1.3659237958,50,5.8684210526,ADWORD AD,4125,45,5,61,1.0909090909,11.1111111111,1.3555555556
686,2023-10-18,FACEBOOK AD,1495,73,15,221,4.8829431438,20.5479452055,3.0273972603,ADWORD AD,4062,75,9,77,1.8463810931,12,1.0266666667
687,2022-10-08,FACEBOOK AD,3072,37,17,227,1.2044270833,45.9459459459,6.1351351351,ADWORD AD,4923,77,8,104,1.5640869389,10.3896103896,1.3506493506
688,2022-09-13,FACEBOOK AD,1545,59,19,106,3.8187702265,32.2033898305,1.7966101695,ADWORD AD,5267,81,9,119,1.5378773495,11.1111111111,1.4691358025
689,2024-10-01,FACEBOOK AD,1649,54,17,173,3.2747119466,31.4814814815,3.2037037037,ADWORD AD,4282,34,4,59,0.7940214853,11.7647058824,1.7352941176
690,2024-08-12,FACEBOOK AD,1649,17,17,233,1.0309278351,100,13.7058823529,ADWORD AD,4474,40,8,126,0.8940545373,20,3.15
691,2022-02-18,FACEBOOK AD,3307,53,16,143,1.6026610221,30.1886792453,2.6981132075,ADWORD AD,4706,79,6,150,1.6787080323,7.5949367089,1.8987341772
692,2024-05-01,FACEBOOK AD,3159,71,11,145,2.247546692,15.4929577465,2.0422535211,ADWORD AD,3978,64,3,92,1.6088486677,4.6875,1.4375
693,2024-04-29,FACEBOOK AD,1945,66,6,231,3.3933161954,9.0909090909,3.5,ADWORD AD,4908,45,3,61,0.9168704156,6.6666666667,1.3555555556
694,2022-10-12,FACEBOOK AD,1148,45,14,225,3.9198606272,31.1111111111,5,ADWORD AD,4111,39,8,112,0.9486742885,20.5128205128,2.8717948718
695,2023-06-21,FACEBOOK AD,1265,67,16,138,5.2964426877,23.8805970149,2.0597014925,ADWORD AD,3800,79,5,158,2.0789473684,6.3291139241,2
696,2022-12-08,FACEBOOK AD,1235,42,15,214,3.4008097166,35.7142857143,5.0952380952,ADWORD AD,3940,75,8,161,1.9035532995,10.6666666667,2.1466666667
697,2022-03-26,FACEBOOK AD,1860,20,9,108,1.0752688172,45,5.4,ADWORD AD,4231,87,7,184,2.0562514772,8.0459770115,2.1149425287
698,2022-07-05,FACEBOOK AD,2693,40,17,128,1.4853323431,42.5,3.2,ADWORD AD,3903,49,5,192,1.2554445298,10.2040816327,3.9183673469
699,2023-02-13,FACEBOOK AD,3224,61,5,101,1.8920595533,8.1967213115,1.6557377049,ADWORD AD,4829,44,6,119,0.9111617312,13.6363636364,2.7045454545
700,2023-06-17,FACEBOOK AD,1646,49,5,227,2.9769137303,10.2040816327,4.6326530612,ADWORD AD,4800,87,9,54,1.8125,10.3448275862,0.6206896552
701,2022-10-09,FACEBOOK AD,2152,63,5,99,2.9275092937,7.9365079365,1.5714285714,ADWORD AD,4331,49,8,145,1.1313784345,16.3265306122,2.9591836735
702,2024-01-12,FACEBOOK AD,1146,72,8,181,6.2827225131,11.1111111111,2.5138888889,ADWORD AD,4022,61,9,53,1.5166583789,14.7540983607,0.868852459
703,2023-07-23,FACEBOOK AD,2060,26,5,147,1.2621359223,19.2307692308,5.6538461538,ADWORD AD,5166,57,4,144,1.1033681765,7.0175438596,2.5263157895
704,2022-03-17,FACEBOOK AD,2857,57,7,215,1.995099755,12.2807017544,3.7719298246,ADWORD AD,5660,50,7,170,0.8833922261,14,3.4
705,2022-09-21,FACEBOOK AD,1900,35,18,61,1.8421052632,51.4285714286,1.7428571429,ADWORD AD,5362,49,6,107,0.9138381201,12.2448979592,2.1836734694
706,2021-12-26,FACEBOOK AD,2479,44,12,174,1.7749092376,27.2727272727,3.9545454545,ADWORD AD,5562,63,4,162,1.1326860841,6.3492063492,2.5714285714
707,2023-02-05,FACEBOOK AD,1334,29,16,100,2.1739130435,55.1724137931,3.4482758621,ADWORD AD,5403,75,4,154,1.3881177124,5.3333333333,2.0533333333
708,2022-12-05,FACEBOOK AD,1838,31,19,140,1.6866158868,61.2903225806,4.5161290323,ADWORD AD,4286,47,4,113,1.0965935604,8.5106382979,2.4042553191
709,2024-06-16,FACEBOOK AD,3202,27,12,126,0.8432229856,44.4444444444,4.6666666667,ADWORD AD,4571,69,5,139,1.5095165172,7.2463768116,2.0144927536
710,2023-04-05,FACEBOOK AD,2874,49,12,106,1.704940849,24.4897959184,2.1632653061,ADWORD AD,5185,56,4,75,1.0800385728,7.1428571429,1.3392857143
711,2024-01-18,FACEBOOK AD,2058,65,11,191,3.1584062196,16.9230769231,2.9384615385,ADWORD AD,5666,83,9,103,1.464878221,10.843373494,1.2409638554
712,2024-02-12,FACEBOOK AD,2266,61,14,149,2.6919682259,22.9508196721,2.4426229508,ADWORD AD,4025,55,3,189,1.3664596273,5.4545454545,3.4363636364
713,2022-02-17,FACEBOOK AD,1681,61,11,195,3.6287923855,18.0327868852,3.1967213115,ADWORD AD,5230,71,7,84,1.3575525813,9.8591549296,1.1830985915
714,2024-04-23,FACEBOOK AD,2059,57,10,176,2.7683341428,17.5438596491,3.0877192982,ADWORD AD,5086,46,7,80,0.9044435706,15.2173913043,1.7391304348
715,2024-07-14,FACEBOOK AD,2598,68,8,70,2.6173979985,11.7647058824,1.0294117647,ADWORD AD,5415,41,5,130,0.757156048,12.1951219512,3.1707317073
716,2024-08-09,FACEBOOK AD,2743,19,8,138,0.6926722567,42.1052631579,7.2631578947,ADWORD AD,5526,79,6,176,1.4296055013,7.5949367089,2.2278481013
717,2022-06-07,FACEBOOK AD,2633,70,19,120,2.6585643752,27.1428571429,1.7142857143,ADWORD AD,3816,76,3,160,1.9916142558,3.9473684211,2.1052631579
718,2022-07-25,FACEBOOK AD,1625,19,13,147,1.1692307692,68.4210526316,7.7368421053,ADWORD AD,4649,36,3,165,0.7743600774,8.3333333333,4.5833333333
719,2022-01-17,FACEBOOK AD,2047,28,15,165,1.3678553981,53.5714285714,5.8928571429,ADWORD AD,4613,85,3,192,1.8426186863,3.5294117647,2.2588235294
720,2023-07-17,FACEBOOK AD,2366,15,16,73,0.6339814032,106.6666666667,4.8666666667,ADWORD AD,5554,61,8,96,1.0983075261,13.1147540984,1.5737704918
721,2023-12-22,FACEBOOK AD,2784,30,17,243,1.0775862069,56.6666666667,8.1,ADWORD AD,3740,74,7,83,1.9786096257,9.4594594595,1.1216216216
722,2023-05-19,FACEBOOK AD,2876,68,8,220,2.364394993,11.7647058824,3.2352941176,ADWORD AD,5483,69,5,163,1.2584351632,7.2463768116,2.3623188406
723,2023-12-27,FACEBOOK AD,1177,62,10,215,5.2676295667,16.1290322581,3.4677419355,ADWORD AD,4774,61,9,149,1.2777545036,14.7540983607,2.4426229508
724,2022-05-17,FACEBOOK AD,1097,47,11,190,4.2844120328,23.4042553191,4.0425531915,ADWORD AD,5067,65,4,145,1.2828103414,6.1538461538,2.2307692308
725,2024-08-06,FACEBOOK AD,1768,24,8,224,1.3574660633,33.3333333333,9.3333333333,ADWORD AD,5260,76,3,73,1.4448669202,3.9473684211,0.9605263158
726,2022-10-13,FACEBOOK AD,1593,72,9,211,4.5197740113,12.5,2.9305555556,ADWORD AD,3830,47,5,147,1.227154047,10.6382978723,3.1276595745
727,2024-01-03,FACEBOOK AD,3130,20,19,114,0.6389776358,95,5.7,ADWORD AD,5468,71,7,100,1.2984637893,9.8591549296,1.4084507042
728,2022-04-05,FACEBOOK AD,3106,27,16,217,0.8692852543,59.2592592593,8.037037037,ADWORD AD,5343,64,5,164,1.1978289351,7.8125,2.5625
729,2024-09-29,FACEBOOK AD,2360,71,6,177,3.0084745763,8.4507042254,2.4929577465,ADWORD AD,5432,78,6,146,1.4359351988,7.6923076923,1.8717948718
730,2023-12-02,FACEBOOK AD,1789,36,10,113,2.0122973728,27.7777777778,3.1388888889,ADWORD AD,5716,38,8,138,0.6648005598,21.0526315789,3.6315789474
731,2023-05-27,FACEBOOK AD,2228,23,16,221,1.0323159785,69.5652173913,9.6086956522,ADWORD AD,4953,75,9,187,1.5142337977,12,2.4933333333
732,2022-07-09,FACEBOOK AD,2622,24,11,247,0.9153318078,45.8333333333,10.2916666667,ADWORD AD,4894,31,7,97,0.6334286882,22.5806451613,3.1290322581
733,2023-12-20,FACEBOOK AD,1795,52,16,211,2.8969359331,30.7692307692,4.0576923077,ADWORD AD,3833,46,4,200,1.2001043569,8.6956521739,4.347826087
734,2024-06-11,FACEBOOK AD,1997,28,19,146,1.4021031547,67.8571428571,5.2142857143,ADWORD AD,5006,67,9,194,1.3383939273,13.4328358209,2.8955223881
735,2023-05-07,FACEBOOK AD,2912,52,16,198,1.7857142857,30.7692307692,3.8076923077,ADWORD AD,4359,38,9,108,0.8717595779,23.6842105263,2.8421052632
736,2023-08-17,FACEBOOK AD,2798,32,12,216,1.1436740529,37.5,6.75,ADWORD AD,5472,48,7,122,0.8771929825,14.5833333333,2.5416666667
737,2024-09-10,FACEBOOK AD,2448,35,17,241,1.4297385621,48.5714285714,6.8857142857,ADWORD AD,3733,54,5,125,1.4465577284,9.2592592593,2.3148148148
738,2022-01-02,FACEBOOK AD,1092,34,17,221,3.1135531136,50,6.5,ADWORD AD,3808,82,8,167,2.1533613445,9.756097561,2.0365853659
739,2022-03-02,FACEBOOK AD,2287,59,16,93,2.5797988631,27.1186440678,1.5762711864,ADWORD AD,5567,56,8,175,1.0059277888,14.2857142857,3.125
740,2022-01-08,FACEBOOK AD,2450,33,6,194,1.3469387755,18.1818181818,5.8787878788,ADWORD AD,4770,34,5,193,0.71278826,14.7058823529,5.6764705882
741,2023-11-02,FACEBOOK AD,2549,60,11,240,2.3538642605,18.3333333333,4,ADWORD AD,5159,55,5,88,1.066098081,9.0909090909,1.6
742,2022-07-21,FACEBOOK AD,2222,45,9,212,2.0252025203,20,4.7111111111,ADWORD AD,3726,87,8,180,2.3349436393,9.1954022989,2.0689655172
743,2023-07-06,FACEBOOK AD,3173,68,8,110,2.1430822565,11.7647058824,1.6176470588,ADWORD AD,5198,72,6,89,1.3851481339,8.3333333333,1.2361111111
744,2022-06-11,FACEBOOK AD,2521,57,5,233,2.2610075367,8.7719298246,4.0877192982,ADWORD AD,3791,70,9,141,1.8464785017,12.8571428571,2.0142857143
745,2024-12-03,FACEBOOK AD,1340,71,9,231,5.2985074627,12.676056338,3.2535211268,ADWORD AD,5098,57,4,57,1.1180855237,7.0175438596,1
746,2023-03-02,FACEBOOK AD,2131,50,8,117,2.3463162834,16,2.34,ADWORD AD,4859,51,6,51,1.0495986829,11.7647058824,1
747,2024-02-17,FACEBOOK AD,2293,42,6,217,1.8316615787,14.2857142857,5.1666666667,ADWORD AD,3836,85,3,191,2.2158498436,3.5294117647,2.2470588235
748,2023-04-24,FACEBOOK AD,3038,44,7,80,1.448321264,15.9090909091,1.8181818182,ADWORD AD,4003,41,8,118,1.0242318261,19.512195122,2.8780487805
749,2021-12-30,FACEBOOK AD,1598,29,12,216,1.8147684606,41.3793103448,7.4482758621,ADWORD AD,3745,47,4,120,1.2550066756,8.5106382979,2.5531914894
750,2023-02-08,FACEBOOK AD,2785,36,16,179,1.2926391382,44.4444444444,4.9722222222,ADWORD AD,3939,53,5,63,1.3455191673,9.4339622642,1.1886792453
751,2022-04-10,FACEBOOK AD,2148,20,5,111,0.9310986965,25,5.55,ADWORD AD,3909,47,3,123,1.2023535431,6.3829787234,2.6170212766
752,2023-10-27,FACEBOOK AD,2223,36,14,136,1.6194331984,38.8888888889,3.7777777778,ADWORD AD,4574,86,8,50,1.8801923918,9.3023255814,0.5813953488
753,2023-04-28,FACEBOOK AD,1854,28,10,197,1.5102481122,35.7142857143,7.0357142857,ADWORD AD,3833,65,8,143,1.6957996348,12.3076923077,2.2
754,2024-09-11,FACEBOOK AD,2414,51,8,223,2.1126760563,15.6862745098,4.3725490196,ADWORD AD,3887,83,6,161,2.1353228711,7.2289156627,1.9397590361
755,2022-12-11,FACEBOOK AD,1074,63,5,83,5.8659217877,7.9365079365,1.3174603175,ADWORD AD,4118,38,9,156,0.9227780476,23.6842105263,4.1052631579
756,2023-04-12,FACEBOOK AD,1211,20,6,66,1.6515276631,30,3.3,ADWORD AD,4834,70,5,108,1.4480761274,7.1428571429,1.5428571429
757,2023-01-09,FACEBOOK AD,1551,24,8,156,1.5473887814,33.3333333333,6.5,ADWORD AD,5614,50,7,67,0.8906305664,14,1.34
758,2024-11-07,FACEBOOK AD,2514,70,12,142,2.784407319,17.1428571429,2.0285714286,ADWORD AD,4587,72,7,177,1.5696533682,9.7222222222,2.4583333333
759,2024-10-06,FACEBOOK AD,2636,48,6,118,1.8209408194,12.5,2.4583333333,ADWORD AD,4707,83,7,145,1.7633312088,8.4337349398,1.7469879518
760,2024-02-29,FACEBOOK AD,1477,40,6,69,2.7081922817,15,1.725,ADWORD AD,5455,48,3,128,0.8799266728,6.25,2.6666666667
761,2024-01-08,FACEBOOK AD,2177,61,6,244,2.80202113,9.8360655738,4,ADWORD AD,4856,37,8,53,0.7619439868,21.6216216216,1.4324324324
762,2024-05-02,FACEBOOK AD,1565,38,18,86,2.428115016,47.3684210526,2.2631578947,ADWORD AD,3975,83,5,115,2.0880503145,6.0240963855,1.3855421687
763,2022-12-30,FACEBOOK AD,3172,23,11,121,0.7250945776,47.8260869565,5.2608695652,ADWORD AD,5182,84,8,123,1.6209957545,9.5238095238,1.4642857143
764,2023-02-16,FACEBOOK AD,1280,17,14,211,1.328125,82.3529411765,12.4117647059,ADWORD AD,4924,49,4,88,0.9951259139,8.1632653061,1.7959183673
765,2024-09-06,FACEBOOK AD,2892,29,6,105,1.0027662517,20.6896551724,3.6206896552,ADWORD AD,5001,44,4,178,0.8798240352,9.0909090909,4.0454545455
766,2024-07-13,FACEBOOK AD,1292,70,9,189,5.4179566563,12.8571428571,2.7,ADWORD AD,4309,54,8,92,1.2531909956,14.8148148148,1.7037037037
767,2024-10-06,FACEBOOK AD,2731,68,15,180,2.4899304284,22.0588235294,2.6470588235,ADWORD AD,5238,47,3,66,0.8972890416,6.3829787234,1.4042553191
768,2024-08-28,FACEBOOK AD,3275,16,14,186,0.4885496183,87.5,11.625,ADWORD AD,4240,63,9,50,1.4858490566,14.2857142857,0.7936507937
769,2024-10-19,FACEBOOK AD,1830,58,8,226,3.1693989071,13.7931034483,3.8965517241,ADWORD AD,4159,48,4,61,1.1541235874,8.3333333333,1.2708333333
770,2023-08-12,FACEBOOK AD,1747,40,14,153,2.2896393818,35,3.825,ADWORD AD,5220,38,6,84,0.7279693487,15.7894736842,2.2105263158
771,2023-02-06,FACEBOOK AD,2947,72,5,167,2.4431625382,6.9444444444,2.3194444444,ADWORD AD,4049,41,7,60,1.0125957026,17.0731707317,1.4634146341
772,2024-05-27,FACEBOOK AD,1919,71,10,137,3.6998436686,14.0845070423,1.9295774648,ADWORD AD,4245,73,9,65,1.7196702002,12.3287671233,0.8904109589
773,2024-02-14,FACEBOOK AD,2366,36,7,165,1.5215553677,19.4444444444,4.5833333333,ADWORD AD,4667,61,9,133,1.3070494965,14.7540983607,2.1803278689
774,2024-08-05,FACEBOOK AD,1967,17,12,152,0.8642602949,70.5882352941,8.9411764706,ADWORD AD,5505,52,8,109,0.944595822,15.3846153846,2.0961538462
775,2022-01-20,FACEBOOK AD,3291,16,17,211,0.4861744151,106.25,13.1875,ADWORD AD,4197,83,4,200,1.9776030498,4.8192771084,2.4096385542
776,2022-04-12,FACEBOOK AD,2168,53,19,159,2.4446494465,35.8490566038,3,ADWORD AD,3966,46,8,128,1.1598587998,17.3913043478,2.7826086957
777,2023-03-24,FACEBOOK AD,3039,22,10,239,0.7239223429,45.4545454545,10.8636363636,ADWORD AD,4506,35,6,80,0.7767421216,17.1428571429,2.2857142857
778,2022-05-09,FACEBOOK AD,2159,47,10,211,2.1769337656,21.2765957447,4.4893617021,ADWORD AD,5405,58,8,147,1.073080481,13.7931034483,2.5344827586
779,2023-08-27,FACEBOOK AD,1460,58,9,80,3.9726027397,15.5172413793,1.3793103448,ADWORD AD,4072,37,6,72,0.9086444008,16.2162162162,1.9459459459
780,2024-10-09,FACEBOOK AD,1703,54,8,77,3.1708749266,14.8148148148,1.4259259259,ADWORD AD,5743,84,4,186,1.4626501828,4.7619047619,2.2142857143
781,2022-05-10,FACEBOOK AD,1424,26,11,186,1.8258426966,42.3076923077,7.1538461538,ADWORD AD,4349,75,6,118,1.7245343757,8,1.5733333333
782,2023-10-29,FACEBOOK AD,1919,50,14,203,2.6055237103,28,4.06,ADWORD AD,5368,68,6,69,1.2667660209,8.8235294118,1.0147058824
783,2023-08-30,FACEBOOK AD,1086,60,17,74,5.5248618785,28.3333333333,1.2333333333,ADWORD AD,4792,67,9,97,1.398163606,13.4328358209,1.447761194
784,2024-03-07,FACEBOOK AD,1253,55,10,231,4.3894652833,18.1818181818,4.2,ADWORD AD,4661,72,6,168,1.5447328899,8.3333333333,2.3333333333
785,2024-03-28,FACEBOOK AD,2444,48,9,162,1.9639934534,18.75,3.375,ADWORD AD,4262,82,7,141,1.9239793524,8.5365853659,1.7195121951
786,2022-04-21,FACEBOOK AD,3200,40,15,61,1.25,37.5,1.525,ADWORD AD,4873,83,4,126,1.7032628771,4.8192771084,1.5180722892
787,2022-06-24,FACEBOOK AD,2398,35,8,150,1.4595496247,22.8571428571,4.2857142857,ADWORD AD,4332,66,3,77,1.5235457064,4.5454545455,1.1666666667
788,2022-10-14,FACEBOOK AD,1065,71,18,145,6.6666666667,25.3521126761,2.0422535211,ADWORD AD,4540,80,6,70,1.7621145374,7.5,0.875
789,2022-04-01,FACEBOOK AD,2273,65,11,97,2.8596568412,16.9230769231,1.4923076923,ADWORD AD,5388,54,5,137,1.0022271715,9.2592592593,2.537037037
790,2024-05-21,FACEBOOK AD,2070,32,13,218,1.5458937198,40.625,6.8125,ADWORD AD,4582,65,4,64,1.4185945002,6.1538461538,0.9846153846
791,2022-12-03,FACEBOOK AD,1609,29,19,246,1.8023617154,65.5172413793,8.4827586207,ADWORD AD,5401,31,5,90,0.5739677837,16.1290322581,2.9032258065
792,2022-09-28,FACEBOOK AD,3235,42,7,208,1.2982998454,16.6666666667,4.9523809524,ADWORD AD,5430,49,6,96,0.9023941068,12.2448979592,1.9591836735
793,2023-11-07,FACEBOOK AD,1611,53,17,135,3.2898820608,32.0754716981,2.5471698113,ADWORD AD,4868,86,5,80,1.7666392769,5.8139534884,0.9302325581
794,2023-11-21,FACEBOOK AD,2376,69,17,73,2.904040404,24.6376811594,1.0579710145,ADWORD AD,4065,78,7,160,1.9188191882,8.9743589744,2.0512820513
795,2023-10-20,FACEBOOK AD,2543,59,16,240,2.3200943767,27.1186440678,4.0677966102,ADWORD AD,4006,32,4,170,0.7988017973,12.5,5.3125
796,2023-09-26,FACEBOOK AD,1170,33,15,137,2.8205128205,45.4545454545,4.1515151515,ADWORD AD,4531,85,7,83,1.8759655705,8.2352941176,0.9764705882
797,2023-11-18,FACEBOOK AD,2057,21,6,187,1.0209042295,28.5714285714,8.9047619048,ADWORD AD,4957,40,9,68,0.8069396813,22.5,1.7
798,2024-03-18,FACEBOOK AD,3067,27,10,144,0.8803390936,37.037037037,5.3333333333,ADWORD AD,3994,76,9,127,1.9028542814,11.8421052632,1.6710526316
799,2024-08-14,FACEBOOK AD,2427,68,8,216,2.8018129378,11.7647058824,3.1764705882,ADWORD AD,5617,45,4,66,0.8011393983,8.8888888889,1.4666666667
800,2023-06-01,FACEBOOK AD,1746,25,10,145,1.4318442153,40,5.8,ADWORD AD,4367,46,7,191,1.0533547057,15.2173913043,4.152173913
801,2023-07-20,FACEBOOK AD,1312,29,11,101,2.2103658537,37.9310344828,3.4827586207,ADWORD AD,4155,43,6,132,1.0348977136,13.9534883721,3.0697674419
802,2024-11-29,FACEBOOK AD,1051,56,16,240,5.3282588011,28.5714285714,4.2857142857,ADWORD AD,4744,78,7,172,1.6441821248,8.9743589744,2.2051282051
803,2024-05-11,FACEBOOK AD,1418,32,19,239,2.2566995769,59.375,7.46875,ADWORD AD,5559,46,3,156,0.8274869581,6.5217391304,3.3913043478
804,2021-12-22,FACEBOOK AD,3172,62,14,141,1.9546027743,22.5806451613,2.2741935484,ADWORD AD,5754,64,9,177,1.1122697254,14.0625,2.765625
805,2024-02-16,FACEBOOK AD,2066,73,10,193,3.5333978703,13.698630137,2.6438356164,ADWORD AD,3790,85,8,101,2.2427440633,9.4117647059,1.1882352941
806,2022-09-27,FACEBOOK AD,2060,27,16,144,1.3106796117,59.2592592593,5.3333333333,ADWORD AD,4343,60,6,145,1.3815335022,10,2.4166666667
807,2024-03-04,FACEBOOK AD,2876,30,9,115,1.0431154381,30,3.8333333333,ADWORD AD,4131,46,4,176,1.1135318325,8.6956521739,3.8260869565
808,2024-07-28,FACEBOOK AD,1393,40,14,96,2.8715003589,35,2.4,ADWORD AD,4962,36,8,87,0.7255139057,22.2222222222,2.4166666667
809,2022-06-02,FACEBOOK AD,1901,34,15,150,1.7885323514,44.1176470588,4.4117647059,ADWORD AD,5621,56,7,51,0.99626401,12.5,0.9107142857
810,2022-07-09,FACEBOOK AD,3039,42,5,128,1.3820335637,11.9047619048,3.0476190476,ADWORD AD,4679,62,6,87,1.3250694593,9.6774193548,1.4032258065
811,2024-09-18,FACEBOOK AD,2288,71,17,115,3.1031468531,23.9436619718,1.6197183099,ADWORD AD,4034,68,4,84,1.6856717898,5.8823529412,1.2352941176
812,2022-04-27,FACEBOOK AD,3212,68,18,170,2.1170610212,26.4705882353,2.5,ADWORD AD,4857,78,7,131,1.6059295862,8.9743589744,1.6794871795
813,2023-07-06,FACEBOOK AD,1170,34,15,227,2.905982906,44.1176470588,6.6764705882,ADWORD AD,4482,65,9,187,1.4502454261,13.8461538462,2.8769230769
814,2022-08-03,FACEBOOK AD,1050,72,8,194,6.8571428571,11.1111111111,2.6944444444,ADWORD AD,4280,84,8,125,1.9626168224,9.5238095238,1.4880952381
815,2023-10-24,FACEBOOK AD,2408,65,10,67,2.6993355482,15.3846153846,1.0307692308,ADWORD AD,4189,65,5,99,1.5516829792,7.6923076923,1.5230769231
